round,distance
0,10.0000
1,210.0000
2,410.0000
3,610.0000
4,810.0000
5,1010.0000
6,1210.0000
7,1410.0000
8,1610.0000
9,1810.0000
10,2010.0000
11,2210.0000
12,2410.0000
13,2610.0000
14,2810.0000
15,3010.0000
16,3210.0000
17,3410.0000
18,3610.0000
19,3810.0000
20,4010.0000
21,4210.0000
22,4410.0000
23,4610.0000
24,4810.0000
25,5010.0000
26,5210.0000
27,5410.0000
28,5610.0000
29,5810.0000
30,6010.0000
31,6210.0000
32,6410.0000
33,6610.0000
34,6810.0000
35,7010.0000
36,7210.0000
37,7410.0000
38,7610.0000
39,7810.0000
40,8010.0000
41,8210.0000
42,8410.0000
43,8610.0000
44,8810.0000
45,9010.0000
46,9210.0000
47,9410.0000
48,9610.0000
49,9810.0000
50,10010.0000
51,10210.0000
52,10410.0000
53,10610.0000
54,10810.0000
55,11010.0000
56,11210.0000
57,11410.0000
58,11610.0000
59,11810.0000
60,12010.0000
61,12210.0000
62,12410.0000
63,12610.0000
64,12810.0000
65,13010.0000
66,13210.0000
67,13410.0000
68,13610.0000
69,13810.0000
70,14010.0000
71,14210.0000
72,14410.0000
73,14610.0000
74,14810.0000
75,15010.0000
76,15210.0000
77,15410.0000
78,15610.0000
79,15810.0000
80,16010.0000
81,16210.0000
82,16410.0000
83,16610.0000
84,16810.0000
85,17010.0000
86,17210.0000
87,17410.0000
88,17610.0000
89,17810.0000
90,18010.0000
91,18210.0000
92,18410.0000
93,18610.0000
94,18810.0000
95,19010.0000
96,19210.0000
97,19410.0000
98,19610.0000
99,19810.0000
100,20010.0000
101,20210.0000
102,20410.0000
103,20610.0000
104,20810.0000
105,21010.0000
106,21210.0000
107,21410.0000
108,21610.0000
109,21810.0000
110,22010.0000
111,22210.0000
112,22410.0000
113,22610.0000
114,22810.0000
115,23010.0000
116,23210.0000
117,23410.0000
118,23610.0000
119,23810.0000
120,24010.0000
121,24210.0000
122,24410.0000
123,24610.0000
124,24810.0000
125,25010.0000
126,25210.0000
127,25410.0000
128,25610.0000
129,25810.0000
130,26010.0000
131,26210.0000
132,26410.0000
133,26610.0000
134,26810.0000
135,27010.0000
136,27210.0000
137,27410.0000
138,27610.0000
139,27810.0000
140,28010.0000
141,28210.0000
142,28410.0000
143,28610.0000
144,28810.0000
145,29010.0000
146,29210.0000
147,29410.0000
148,29610.0000
149,29810.0000
150,30010.0000
151,30210.0000
152,30410.0000
153,30610.0000
154,30810.0000
155,31010.0000
156,31210.0000
157,31410.0000
158,31610.0000
159,31810.0000
160,32010.0000
161,32210.0000
162,32410.0000
163,32610.0000
164,32810.0000
165,33010.0000
166,33210.0000
167,33410.0000
168,33610.0000
169,33810.0000
170,34010.0000
171,34210.0000
172,34410.0000
173,34610.0000
174,34810.0000
175,35010.0000
176,35210.0000
177,35410.0000
178,35610.0000
179,35810.0000
180,36010.0000
181,36210.0000
182,36410.0000
183,36610.0000
184,36810.0000
185,37010.0000
186,37210.0000
187,37410.0000
188,37610.0000
189,37810.0000
190,38010.0000
191,38210.0000
192,38410.0000
193,38610.0000
194,38810.0000
195,39010.0000
196,39210.0000
197,39410.0000
198,39610.0000
199,39810.0000
200,40010.0000
201,40210.0000
202,40410.0000
203,40610.0000
204,40810.0000
205,41010.0000
206,41210.0000
207,41410.0000
208,41610.0000
209,41810.0000
210,42010.0000
211,42210.0000
212,42410.0000
213,42610.0000
214,42810.0000
215,43010.0000
216,43210.0000
217,43410.0000
218,43610.0000
219,43810.0000
220,44010.0000
221,44210.0000
222,44410.0000
223,44610.0000
224,44810.0000
225,45010.0000
226,45210.0000
227,45410.0000
228,45610.0000
229,45810.0000
230,46010.0000
231,46210.0000
232,46410.0000
233,46610.0000
234,46810.0000
235,47010.0000
236,47210.0000
237,47410.0000
238,47610.0000
239,47810.0000
240,48010.0000
241,48210.0000
242,48410.0000
243,48610.0000
244,48810.0000
245,49010.0000
246,49210.0000
247,49410.0000
248,49610.0000
249,49810.0000
250,50010.0000
251,50210.0000
252,50410.0000
253,50610.0000
254,50810.0000
255,51010.0000
256,51210.0000
257,51410.0000
258,51610.0000
259,51810.0000
260,52010.0000
261,52210.0000
262,52410.0000
263,52610.0000
264,52810.0000
265,53010.0000
266,53210.0000
267,53410.0000
268,53610.0000
269,53810.0000
270,54010.0000
271,54210.0000
272,54410.0000
273,54610.0000
274,54810.0000
275,55010.0000
276,55210.0000
277,55410.0000
278,55610.0000
279,55810.0000
280,56010.0000
281,56210.0000
282,56410.0000
283,56610.0000
284,56810.0000
285,57010.0000
286,57210.0000
287,57410.0000
288,57610.0000
289,57810.0000
290,58010.0000
291,58210.0000
292,58410.0000
293,58610.0000
294,58810.0000
295,59010.0000
296,59210.0000
297,59410.0000
298,59610.0000
299,59810.0000
300,60010.0000
301,60210.0000
302,60410.0000
303,60610.0000
304,60810.0000
305,61010.0000
306,61210.0000
307,61410.0000
308,61610.0000
309,61810.0000
310,62010.0000
311,62210.0000
312,62410.0000
313,62610.0000
314,62810.0000
315,63010.0000
316,63210.0000
317,63410.0000
318,63610.0000
319,63810.0000
320,64010.0000
321,64210.0000
322,64410.0000
323,64610.0000
324,64810.0000
325,65010.0000
326,65210.0000
327,65410.0000
328,65610.0000
329,65810.0000
330,66010.0000
331,66210.0000
332,66410.0000
333,66610.0000
334,66810.0000
335,67010.0000
336,67210.0000
337,67410.0000
338,67610.0000
339,67810.0000
